Documento de compras;Item;Centro;Recebimto.concluído;Ano doc.material;Ctg.de histórico de pedido;Doc.material;Item doc.material;Criado por;Referência;Tipo de movimento;Data de lançamento;Quantidade;UM pedido;Qtd.em UPP;Unid.prç.pedido;Montante em MI;Moeda interna;Montante;Moeda;Texto breve;Valor compensação EM/EF em moeda interna;Estq.bloq.EM UMP;Qtd.EM/EstqBlq.UMPP;Exercício documento referência;Documento referência;Item doc.referência;Valor da fatura;Material;Estorno EM apesar EF;Quantidade;Tipo de operação;Data do documento;Data de entrada;Cód.débito/crédito;Código de imposto;Ctg.doc.compras;EM/EF valor compensação em ME;Valor fatura em ME
4500778400;60;2661;;2025;Q;5501360255;1;RPA08CPG;4141;;24/07/2025;1.381,570;UN;1.381,570;UN;1.331,14;BRL;1.331,14;BRL;Serviço de Engenharia;1.331,14;0,000;0,000;2025;5002437562;1;1.331,14;400212;;0,000;2;18/07/2025;24/07/2025;S;X2;F;1.331,14;1.331,14
4500778400;60;2661;;2025;Q;5501360258;1;RPA08CPG;4152;;24/07/2025;28.168,000;UN;28.168,000;UN;27.139,87;BRL;27.139,87;BRL;Serviço de Engenharia;27.139,87;0,000;0,000;2025;5002437664;1;27.139,87;400212;;0,000;2;18/07/2025;24/07/2025;S;X2;F;27.139,87;27.139,87
4500778400;60;2661;;2025;Q;5501360278;1;RPA08CPG;4142;;24/07/2025;10.149,670;UN;10.149,670;UN;9.779,21;BRL;9.779,21;BRL;Serviço de Engenharia;9.779,21;0,000;0,000;2025;5002437685;1;9.779,21;400212;;0,000;2;18/07/2025;24/07/2025;S;X2;F;9.779,21;9.779,21
4500778400;60;2661;;2025;Q;5501360279;1;RPA08CPG;4154;;24/07/2025;22.522,850;UN;22.522,850;UN;21.700,77;BRL;21.700,77;BRL;Serviço de Engenharia;21.700,77;0,000;0,000;2025;5002437537;1;21.700,77;400212;;0,000;2;18/07/2025;24/07/2025;S;X2;F;21.700,77;21.700,77
4500778400;60;2661;;2025;Q;5501360293;1;RPA08CPG;4155;;24/07/2025;29.414,780;UN;29.414,780;UN;28.341,14;BRL;28.341,14;BRL;Serviço de Engenharia;28.341,14;0,000;0,000;2025;5002437704;1;28.341,14;400212;;0,000;2;18/07/2025;24/07/2025;S;X2;F;28.341,14;28.341,14
4500778400;60;2661;;2025;Q;5501360299;1;RPA08CPG;4161;;24/07/2025;4.164,170;UN;4.164,170;UN;4.012,18;BRL;4.012,18;BRL;Serviço de Engenharia;4.012,18;0,000;0,000;2025;5002437696;1;4.012,18;400212;;0,000;2;18/07/2025;24/07/2025;S;X2;F;4.012,18;4.012,18
4500778400;60;2661;;2025;Q;5501360303;1;RPA08CPG;4162;;24/07/2025;12.352,360;UN;12.352,360;UN;11.901,50;BRL;11.901,50;BRL;Serviço de Engenharia;11.901,50;0,000;0,000;2025;5002437520;1;11.901,50;400212;;0,000;2;18/07/2025;24/07/2025;S;X2;F;11.901,50;11.901,50
4500778400;60;2661;;2025;Q;5501360436;1;RPA01CPG;4167;;25/07/2025;17.512,640;UN;17.512,640;UN;16.873,43;BRL;16.873,43;BRL;Serviço de Engenharia;16.873,43;0,000;0,000;2025;5002437642;1;16.873,43;400212;;0,000;2;18/07/2025;25/07/2025;S;X2;F;16.873,43;16.873,43
4500778400;60;2661;;2025;Q;5501360482;1;RPA01CPG;4166;;25/07/2025;5.903,780;UN;5.903,780;UN;5.688,29;BRL;5.688,29;BRL;Serviço de Engenharia;5.688,29;0,000;0,000;2025;5002437762;1;5.688,29;400212;;0,000;2;18/07/2025;25/07/2025;S;X2;F;5.688,29;5.688,29
4500778400;60;2661;;2025;Q;5501360488;1;RPA01CPG;4143;;25/07/2025;8.678,600;UN;8.678,600;UN;8.361,83;BRL;8.361,83;BRL;Serviço de Engenharia;8.361,83;0,000;0,000;2025;5002437816;1;8.361,83;400212;;0,000;2;18/07/2025;25/07/2025;S;X2;F;8.361,83;8.361,83
4500778400;60;2661;;2025;Q;5501370312;1;RPA08CPG;4224;;23/08/2025;27.006,300;UN;27.006,300;UN;26.020,57;BRL;26.020,57;BRL;Serviço de Engenharia;26.020,57;0,000;0,000;2025;5002447855;1;26.020,57;400212;;0,000;2;18/08/2025;23/08/2025;S;X2;F;26.020,57;26.020,57
4500778400;60;2661;;2025;Q;5501370313;1;RPA08CPG;4217;;23/08/2025;3.598,950;UN;3.598,950;UN;3.467,59;BRL;3.467,59;BRL;Serviço de Engenharia;3.467,59;0,000;0,000;2025;5002447834;1;3.467,59;400212;;0,000;2;18/08/2025;23/08/2025;S;X2;F;3.467,59;3.467,59
4500778400;60;2661;;2025;Q;5501370314;1;RPA08CPG;4216;;23/08/2025;3.503,030;UN;3.503,030;UN;3.375,17;BRL;3.375,17;BRL;Serviço de Engenharia;3.375,17;0,000;0,000;2025;5002447871;1;3.375,17;400212;;0,000;2;18/08/2025;23/08/2025;S;X2;F;3.375,17;3.375,17
4500778400;60;2661;;2025;Q;5501370315;1;RPA08CPG;4215;;23/08/2025;4.501,000;UN;4.501,000;UN;4.336,71;BRL;4.336,71;BRL;Serviço de Engenharia;4.336,71;0,000;0,000;2025;5002447868;1;4.336,71;400212;;0,000;2;18/08/2025;23/08/2025;S;X2;F;4.336,71;4.336,71
4500778400;60;2661;;2025;Q;5501370316;1;RPA08CPG;4214;;23/08/2025;4.113,610;UN;4.113,610;UN;3.963,46;BRL;3.963,46;BRL;Serviço de Engenharia;3.963,46;0,000;0,000;2025;5002447839;1;3.963,46;400212;;0,000;2;18/08/2025;23/08/2025;S;X2;F;3.963,46;3.963,46
4500778400;60;2661;;2025;Q;5501370344;1;RPA08CPG;4225;;23/08/2025;24.089,620;UN;24.089,620;UN;23.210,35;BRL;23.210,35;BRL;Serviço de Engenharia;23.210,35;0,000;0,000;2025;5002447880;1;23.210,35;400212;;0,000;2;18/08/2025;23/08/2025;S;X2;F;23.210,35;23.210,35
4500778400;60;2661;;2025;Q;5501370345;1;RPA08CPG;4219;;23/08/2025;2.798,360;UN;2.798,360;UN;2.696,22;BRL;2.696,22;BRL;Serviço de Engenharia;2.696,22;0,000;0,000;2025;5002447912;1;2.696,22;400212;;0,000;2;18/08/2025;23/08/2025;S;X2;F;2.696,22;2.696,22
4500778400;60;2661;;2025;Q;5501370401;1;RPA08CPG;4231;;23/08/2025;11.558,690;UN;11.558,690;UN;11.136,80;BRL;11.136,80;BRL;Serviço de Engenharia;11.136,80;0,000;0,000;2025;5002448005;1;11.136,80;400212;;0,000;2;18/08/2025;23/08/2025;S;X2;F;11.136,80;11.136,80
4500778400;60;2661;;2025;Q;5501370402;1;RPA08CPG;4230;;23/08/2025;16.387,420;UN;16.387,420;UN;15.789,28;BRL;15.789,28;BRL;Serviço de Engenharia;15.789,28;0,000;0,000;2025;5002448025;1;15.789,28;400212;;0,000;2;18/08/2025;23/08/2025;S;X2;F;15.789,28;15.789,28
4500778400;60;2661;;2025;Q;5501370403;1;RPA08CPG;4229;;23/08/2025;27.524,830;UN;27.524,830;UN;26.520,17;BRL;26.520,17;BRL;Serviço de Engenharia;26.520,17;0,000;0,000;2025;5002447995;1;26.520,17;400212;;0,000;2;18/08/2025;23/08/2025;S;X2;F;26.520,17;26.520,17
4500778400;60;2661;;2025;Q;5501370404;1;RPA08CPG;4228;;23/08/2025;21.075,710;UN;21.075,710;UN;20.306,45;BRL;20.306,45;BRL;Serviço de Engenharia;20.306,45;0,000;0,000;2025;5002447991;1;20.306,45;400212;;0,000;2;18/08/2025;23/08/2025;S;X2;F;20.306,45;20.306,45
4500778400;60;2661;;2025;Q;5501370405;1;RPA08CPG;4223;;23/08/2025;28.172,970;UN;28.172,970;UN;27.144,66;BRL;27.144,66;BRL;Serviço de Engenharia;27.144,66;0,000;0,000;2025;5002447975;1;27.144,66;400212;;0,000;2;18/08/2025;23/08/2025;S;X2;F;27.144,66;27.144,66
4500778400;60;2661;;2025;Q;5501370406;1;RPA08CPG;4221;;23/08/2025;20.330,350;UN;20.330,350;UN;19.588,29;BRL;19.588,29;BRL;Serviço de Engenharia;19.588,29;0,000;0,000;2025;5002447986;1;19.588,29;400212;;0,000;2;18/08/2025;23/08/2025;S;X2;F;19.588,29;19.588,29
4500778400;60;2661;;2025;Q;5501370407;1;RPA08CPG;4220;;23/08/2025;1.973,790;UN;1.973,790;UN;1.901,75;BRL;1.901,75;BRL;Serviço de Engenharia;1.901,75;0,000;0,000;2025;5002447984;1;1.901,75;400212;;0,000;2;18/08/2025;23/08/2025;S;X2;F;1.901,75;1.901,75
4500778400;60;2661;;2025;Q;5501370408;1;RPA08CPG;4218;;23/08/2025;4.700,220;UN;4.700,220;UN;4.528,66;BRL;4.528,66;BRL;Serviço de Engenharia;4.528,66;0,000;0,000;2025;5002447967;1;4.528,66;400212;;0,000;2;18/08/2025;23/08/2025;S;X2;F;4.528,66;4.528,66
4500778400;60;2661;;2025;Q;5501370409;1;RPA08CPG;4213;;23/08/2025;4.611,680;UN;4.611,680;UN;4.443,35;BRL;4.443,35;BRL;Serviço de Engenharia;4.443,35;0,000;0,000;2025;5002447877;1;4.443,35;400212;;0,000;2;18/08/2025;23/08/2025;S;X2;F;4.443,35;4.443,35
4500778400;60;2661;;2025;Q;5501370410;1;RPA08CPG;4212;;23/08/2025;4.810,900;UN;4.810,900;UN;4.635,30;BRL;4.635,30;BRL;Serviço de Engenharia;4.635,30;0,000;0,000;2025;5002447954;1;4.635,30;400212;;0,000;2;18/08/2025;23/08/2025;S;X2;F;4.635,30;4.635,30
4500778400;60;2661;;2025;Q;5501370411;1;RPA08CPG;4211;;23/08/2025;654,860;UN;654,860;UN;630,96;BRL;630,96;BRL;Serviço de Engenharia;630,96;0,000;0,000;2025;5002447968;1;630,96;400212;;0,000;2;18/08/2025;23/08/2025;S;X2;F;630,96;630,96
4500778400;60;2661;;2025;Q;5501370412;1;RPA08CPG;4210;;23/08/2025;3.471,670;UN;3.471,670;UN;3.344,95;BRL;3.344,95;BRL;Serviço de Engenharia;3.344,95;0,000;0,000;2025;5002447937;1;3.344,95;400212;;0,000;2;18/08/2025;23/08/2025;S;X2;F;3.344,95;3.344,95
4500778400;60;2661;;2025;Q;5501370496;1;RPA08CPG;4227;;23/08/2025;20.513,990;UN;20.513,990;UN;19.765,23;BRL;19.765,23;BRL;Serviço de Engenharia;19.765,23;0,000;0,000;2025;5002448056;1;19.765,23;400212;;0,000;2;18/08/2025;23/08/2025;S;X2;F;19.765,23;19.765,23
4500778400;60;2661;;2025;Q;5501370497;1;RPA08CPG;4226;;23/08/2025;26.358,150;UN;26.358,150;UN;25.396,08;BRL;25.396,08;BRL;Serviço de Engenharia;25.396,08;0,000;0,000;2025;5002447813;1;25.396,08;400212;;0,000;2;18/08/2025;23/08/2025;S;X2;F;25.396,08;25.396,08
4500778400;60;2661;;2025;Q;5501370498;1;RPA08CPG;4222;;23/08/2025;3.834,890;UN;3.834,890;UN;3.694,92;BRL;3.694,92;BRL;Serviço de Engenharia;3.694,92;0,000;0,000;2025;5002447812;1;3.694,92;400212;;0,000;2;18/08/2025;23/08/2025;S;X2;F;3.694,92;3.694,92
4500778400;80;2661;;2025;Q;5501293892;1;IAREGO;3825;;28/01/2025;0,040;PEÇ;0,040;PEÇ;0,04;BRL;0,04;BRL;Serviço de Engenharia;0,04;0,000;0,000;2025;5002368113;1;0,04;400113;;0,000;2;18/01/2025;28/01/2025;S;X1;F;0,04;0,04
4500778400;90;2661;;2025;Q;5501293038;1;RPA08CPG;3826;;25/01/2025;1.507,060;PEÇ;1.507,060;PEÇ;1.452,05;BRL;1.452,05;BRL;Serviço de Engenharia;1.452,05;0,000;0,000;2025;5002368082;1;1.452,05;400113;;0,000;2;18/01/2025;25/01/2025;S;X1;F;1.452,05;1.452,05
4500778400;90;2661;;2025;Q;5501293039;1;RPA08CPG;3829;;25/01/2025;9.466,890;PEÇ;9.466,890;PEÇ;9.121,35;BRL;9.121,35;BRL;Serviço de Engenharia;9.121,35;0,000;0,000;2025;5002368040;1;9.121,35;400113;;0,000;2;18/01/2025;25/01/2025;S;X1;F;9.121,35;9.121,35
4500778400;90;2661;;2025;Q;5501293040;1;RPA08CPG;3830;;25/01/2025;10.358,390;PEÇ;10.358,390;PEÇ;9.980,31;BRL;9.980,31;BRL;Serviço de Engenharia;9.980,31;0,000;0,000;2025;5002368017;1;9.980,31;400113;;0,000;2;18/01/2025;25/01/2025;S;X1;F;9.980,31;9.980,31
4500778400;90;2661;;2025;Q;5501293041;1;RPA08CPG;3831;;25/01/2025;8.061,710;PEÇ;8.061,710;PEÇ;7.767,46;BRL;7.767,46;BRL;Serviço de Engenharia;7.767,46;0,000;0,000;2025;5002368086;1;7.767,46;400113;;0,000;2;18/01/2025;25/01/2025;S;X1;F;7.767,46;7.767,46
4500778400;90;2661;;2025;Q;5501293042;2;RPA08CPG;3833;;25/01/2025;10.621,070;PEÇ;10.621,070;PEÇ;10.233,40;BRL;10.233,40;BRL;Serviço de Engenharia;10.233,40;0,000;0,000;2025;5002368026;1;10.233,40;400113;;0,000;2;18/01/2025;25/01/2025;S;X1;F;10.233,40;10.233,40
4500778400;90;2661;;2025;Q;5501293095;1;RPA08CPG;3847;;25/01/2025;10.613,110;PEÇ;10.613,110;PEÇ;10.225,73;BRL;10.225,73;BRL;Serviço de Engenharia;10.225,73;0,000;0,000;2025;5002367806;1;10.225,73;400113;;0,000;2;21/01/2025;25/01/2025;S;X1;F;10.225,73;10.225,73
4500778400;90;2661;;2025;Q;5501293100;1;RPA08CPG;3827;;25/01/2025;11.071,590;PEÇ;11.071,590;PEÇ;10.667,48;BRL;10.667,48;BRL;Serviço de Engenharia;10.667,48;0,000;0,000;2025;5002368115;1;10.667,48;400113;;0,000;2;18/01/2025;25/01/2025;S;X1;F;10.667,48;10.667,48
4500778400;90;2661;;2025;Q;5501293187;1;RPA08CPG;3832;;26/01/2025;8.282,470;PEÇ;8.282,470;PEÇ;7.980,16;BRL;7.980,16;BRL;Serviço de Engenharia;7.980,16;0,000;0,000;2025;5002368198;1;7.980,16;400113;;0,000;2;18/01/2025;26/01/2025;S;X1;F;7.980,16;7.980,16
4500778400;90;2661;;2025;Q;5501293892;2;IAREGO;3825;;28/01/2025;7.989,510;PEÇ;7.989,510;PEÇ;7.697,89;BRL;7.697,89;BRL;Serviço de Engenharia;7.697,89;0,000;0,000;2025;5002368113;2;7.697,89;400113;;0,000;2;18/01/2025;28/01/2025;S;X1;F;7.697,89;7.697,89
4500791773;10;2651;;2025;Q;5501289485;1;RPA08CPG;143454;;17/01/2025;2.560,000;PEÇ;2.560,000;PEÇ;2.560,00;BRL;2.560,00;BRL;Comunicação de Dados - Internet;2.560,00;0,000;0,000;2025;5002364118;1;2.560,00;400261;;0,000;2;02/01/2025;17/01/2025;S;S1;F;2.560,00;2.560,00
4500791773;10;2651;;2025;Q;5501297359;1;RPA08CPG;149224;;07/02/2025;2.560,000;PEÇ;2.560,000;PEÇ;2.560,00;BRL;2.560,00;BRL;Comunicação de Dados - Internet;2.560,00;0,000;0,000;2025;5002372583;1;2.560,00;400261;;0,000;2;03/02/2025;07/02/2025;S;S1;F;2.560,00;2.560,00
4500791773;10;2651;;2025;Q;5501308871;1;RPA08CPG;155357;;11/03/2025;2.560,000;PEÇ;2.560,000;PEÇ;2.560,00;BRL;2.560,00;BRL;Comunicação de Dados - Internet;2.560,00;0,000;0,000;2025;5002384522;1;2.560,00;400261;;0,000;2;05/03/2025;11/03/2025;S;S1;F;2.560,00;2.560,00
4500791773;10;2651;;2025;Q;5501318222;1;RPA08CPG;161494;;04/04/2025;2.560,000;PEÇ;2.560,000;PEÇ;2.560,00;BRL;2.560,00;BRL;Comunicação de Dados - Internet;2.560,00;0,000;0,000;2025;5002394274;1;2.560,00;400261;;0,000;2;01/04/2025;04/04/2025;S;S1;F;2.560,00;2.560,00
4500795848;10;2561;;2025;Q;5501319303;1;RPA08CPG;178047;;08/04/2025;317,930;PEÇ;317,930;PEÇ;317,93;BRL;317,93;BRL;Comunicação de Dados - Internet;317,93;0,000;0,000;2025;5002395381;1;317,93;400261;;0,000;2;01/04/2025;08/04/2025;S;S1;F;317,93;317,93
4500799223;20;2681;;2025;Q;5501350213;1;RPA08CPG;1684;;02/07/2025;79.380,000;PEÇ;79.380,000;PEÇ;72.037,35;BRL;72.037,35;BRL;Serv. Consultoria de Engenharia e Operac;72.037,35;0,000;0,000;2025;5002427674;1;72.037,35;400084;;0,000;2;25/06/2025;02/07/2025;S;X3;F;72.037,35;72.037,35
4500799228;20;2641;;2025;Q;5501350406;1;RPA08CPG;1686;;03/07/2025;72.940,000;PEÇ;72.940,000;PEÇ;66.193,05;BRL;66.193,05;BRL;Serv. Consultoria de Engenharia e Operac;66.193,05;0,000;0,000;2025;5002427887;1;66.193,05;400084;;0,000;2;25/06/2025;03/07/2025;S;X3;F;66.193,05;66.193,05
4500799233;20;2671;;2025;Q;5501352018;1;RPA08CPG;1685;;07/07/2025;20.759,990;PEÇ;20.759,990;PEÇ;18.839,69;BRL;18.839,69;BRL;Serv. Consultoria de Engenharia e Operac;18.839,69;0,000;0,000;2025;5002429357;1;18.839,69;400084;;0,000;2;25/06/2025;07/07/2025;S;X3;F;18.839,69;18.839,69
4500801299;10;2651;;2025;Q;5501288946;1;RPA08CPG;2081;;15/01/2025;1.314,320;PEÇ;1.314,320;PEÇ;1.314,32;BRL;1.314,32;BRL;Menor Aprendiz;1.314,32;0,000;0,000;2025;5002363546;1;1.314,32;400049;;0,000;2;14/01/2025;15/01/2025;S;S1;F;1.314,32;1.314,32
4500801299;10;2651;;2025;Q;5501288947;1;RPA08CPG;2079;;15/01/2025;674,360;PEÇ;674,360;PEÇ;674,36;BRL;674,36;BRL;Menor Aprendiz;674,36;0,000;0,000;2025;5002363568;1;674,36;400049;;0,000;2;14/01/2025;15/01/2025;S;S1;F;674,36;674,36
4500801299;10;2651;;2025;Q;5501288948;1;RPA08CPG;2080;;15/01/2025;421,940;PEÇ;421,940;PEÇ;421,94;BRL;421,94;BRL;Menor Aprendiz;421,94;0,000;0,000;2025;5002363547;1;421,94;400049;;0,000;2;14/01/2025;15/01/2025;S;S1;F;421,94;421,94
4500804087;10;2561;;2025;Q;5501292813;1;RPA08CPG;4949;;25/01/2025;112,000;PEÇ;112,000;PEÇ;112,00;BRL;112,00;BRL;Despesas de Lavanderia;112,00;0,000;0,000;2025;5002367898;1;112,00;400024;;0,000;2;23/12/2024;25/01/2025;S;S1;F;112,00;112,00
4500804087;10;2561;;2025;Q;5501292872;1;RPA08CPG;4728;;25/01/2025;91,000;PEÇ;91,000;PEÇ;91,00;BRL;91,00;BRL;Despesas de Lavanderia;91,00;0,000;0,000;2025;5002367951;1;91,00;400024;;0,000;2;02/08/2024;25/01/2025;S;S1;F;91,00;91,00
4500804087;10;2561;;2025;Q;5501333180;1;RPA08CPG;6;;19/05/2025;9,000;PEÇ;9,000;PEÇ;9,00;BRL;9,00;BRL;Despesas de Lavanderia;9,00;0,000;0,000;2025;5002409971;1;9,00;400024;;0,000;2;07/03/2025;19/05/2025;S;S1;F;9,00;9,00
4500804087;20;2561;;2025;Q;5501292815;1;RPA08CPG;4796;;25/01/2025;77,000;PEÇ;77,000;PEÇ;77,00;BRL;77,00;BRL;Despesas de Lavanderia;77,00;0,000;0,000;2025;5002367851;1;77,00;400024;;0,000;2;09/09/2024;25/01/2025;S;S1;F;77,00;77,00
4500804087;20;2561;;2025;Q;5501292873;1;RPA08CPG;4948;;25/01/2025;168,000;PEÇ;168,000;PEÇ;168,00;BRL;168,00;BRL;Despesas de Lavanderia;168,00;0,000;0,000;2025;5002367974;1;168,00;400024;;0,000;2;23/12/2024;25/01/2025;S;S1;F;168,00;168,00
4500804087;20;2561;;2025;Q;5501298141;1;RPA08CPG;5002;;11/02/2025;127,000;PEÇ;127,000;PEÇ;127,00;BRL;127,00;BRL;Despesas de Lavanderia;127,00;0,000;0,000;2025;5002373468;1;127,00;400024;;0,000;2;04/02/2025;11/02/2025;S;S1;F;127,00;127,00
4500804087;20;2561;;2025;Q;5501333180;2;RPA08CPG;6;;19/05/2025;160,000;PEÇ;160,000;PEÇ;160,00;BRL;160,00;BRL;Despesas de Lavanderia;160,00;0,000;0,000;2025;5002409971;2;160,00;400024;;0,000;2;07/03/2025;19/05/2025;S;S1;F;160,00;160,00
4500804087;20;2561;;2025;Q;5501333181;1;RPA08CPG;46;;19/05/2025;133,000;PEÇ;133,000;PEÇ;133,00;BRL;133,00;BRL;Despesas de Lavanderia;133,00;0,000;0,000;2025;5002409970;1;133,00;400024;;0,000;2;03/04/2025;19/05/2025;S;S1;F;133,00;133,00
4500804087;20;2561;;2025;Q;5501333182;1;RPA08CPG;93;;19/05/2025;284,000;PEÇ;284,000;PEÇ;284,00;BRL;284,00;BRL;Despesas de Lavanderia;284,00;0,000;0,000;2025;5002409973;1;284,00;400024;;0,000;2;06/05/2025;19/05/2025;S;S1;F;284,00;284,00
4500804087;20;2561;;2025;Q;5501346742;1;RPA08CPG;161;;20/06/2025;226,000;PEÇ;226,000;PEÇ;226,00;BRL;226,00;BRL;Despesas de Lavanderia;226,00;0,000;0,000;2025;5002424136;1;226,00;400024;;0,000;2;08/06/2025;20/06/2025;S;S1;F;226,00;226,00
4500804087;20;2561;;2025;Q;5501355290;1;RPA08CPG;220;;14/07/2025;171,000;PEÇ;171,000;PEÇ;171,00;BRL;171,00;BRL;Despesas de Lavanderia;171,00;0,000;0,000;2025;5002432435;1;171,00;400024;;0,000;2;09/07/2025;14/07/2025;S;S1;F;171,00;171,00
4500804087;20;2561;;2025;Q;5501370200;1;RPA08CPG;279;;22/08/2025;106,000;PEÇ;106,000;PEÇ;106,00;BRL;106,00;BRL;Despesas de Lavanderia;106,00;0,000;0,000;2025;5002447651;1;106,00;400024;;0,000;2;08/08/2025;22/08/2025;S;S1;F;106,00;106,00
4500807527;10;2561;;2025;Q;5501352735;1;RPA08CPG;25609;;08/07/2025;13.994,170;UN;13.994,170;UN;13.994,17;BRL;13.994,17;BRL;Assessoria ou Consultoria Técnica;13.994,17;0,000;0,000;2025;5002430095;1;13.994,17;400194;;0,000;2;24/06/2025;08/07/2025;S;S1;F;13.994,17;13.994,17
4500826645;170;2641;;2025;Q;5501293138;1;RPA08CPG;8775;;26/01/2025;15,000;UN;15,000;UN;3.901,05;BRL;3.901,05;BRL;JAQUETA FX REFLET UNIS AM-L P BOOK22;3.901,05;0,000;0,000;2025;5002368245;1;3.901,05;501387;;0,000;2;17/01/2025;26/01/2025;S;C0;F;3.901,05;3.901,05
4500826645;180;2641;;2025;Q;5501293138;2;RPA08CPG;8775;;26/01/2025;15,000;UN;15,000;UN;3.901,05;BRL;3.901,05;BRL;JAQUETA FX REFLET UNIS AM-L M BOOK22;3.901,05;0,000;0,000;2025;5002368245;2;3.901,05;501388;;0,000;2;17/01/2025;26/01/2025;S;C0;F;3.901,05;3.901,05
4500826645;190;2641;;2025;Q;5501293138;3;RPA08CPG;8775;;26/01/2025;8,000;UN;8,000;UN;2.080,56;BRL;2.080,56;BRL;JAQUETA FX REFLET UNIS AM-L G BOOK22;2.080,56;0,000;0,000;2025;5002368245;3;2.080,56;501389;;0,000;2;17/01/2025;26/01/2025;S;C0;F;2.080,56;2.080,56
4500826851;220;2641;;2025;Q;5501293131;1;RPA08CPG;8776;;26/01/2025;4,000;UN;4,000;UN;1.040,28;BRL;1.040,28;BRL;JAQUETA FX REFLET UNIS AM-L PP BOOK22;1.040,28;0,000;0,000;2025;5002368285;1;1.040,28;501386;;0,000;2;17/01/2025;26/01/2025;S;C0;F;1.040,28;1.040,28
4500826851;230;2641;;2025;Q;5501293131;2;RPA08CPG;8776;;26/01/2025;11,000;UN;11,000;UN;2.860,77;BRL;2.860,77;BRL;JAQUETA FX REFLET UNIS AM-L P BOOK22;2.860,77;0,000;0,000;2025;5002368285;2;2.860,77;501387;;0,000;2;17/01/2025;26/01/2025;S;C0;F;2.860,77;2.860,77
4500826851;240;2641;;2025;Q;5501293131;3;RPA08CPG;8776;;26/01/2025;12,000;UN;12,000;UN;3.120,84;BRL;3.120,84;BRL;JAQUETA FX REFLET UNIS AM-L M BOOK22;3.120,84;0,000;0,000;2025;5002368285;3;3.120,84;501388;;0,000;2;17/01/2025;26/01/2025;S;C0;F;3.120,84;3.120,84
4500826851;250;2641;;2025;Q;5501293131;4;RPA08CPG;8776;;26/01/2025;12,000;UN;12,000;UN;3.120,84;BRL;3.120,84;BRL;JAQUETA FX REFLET UNIS AM-L G BOOK22;3.120,84;0,000;0,000;2025;5002368285;4;3.120,84;501389;;0,000;2;17/01/2025;26/01/2025;S;C0;F;3.120,84;3.120,84
4500827273;10;3621;;2025;Q;5501303281;1;RPA08CPG;42951;;22/02/2025;18.283,800;UN;18.283,800;UN;18.283,80;BRL;18.283,80;BRL;Serviço de Engenharia;18.283,80;0,000;0,000;2025;5002378928;1;18.283,80;400212;;0,000;2;17/02/2025;22/02/2025;S;S1;F;18.283,80;18.283,80
4500827273;10;3621;;2025;Q;5501304337;1;IAREGO;42951;;22/02/2025;-18.283,800;UN;-18.283,800;UN;-18.283,80;BRL;-18.283,80;BRL;Serviço de Engenharia;-18.283,80;0,000;0,000;2025;5002378928;1;-18.283,80;400212;;0,000;2;17/02/2025;25/02/2025;H;S1;F;-18.283,80;-18.283,80
4500827273;10;3621;;2025;Q;5501311920;2;IAREGO;42951;;19/03/2025;18.283,800;UN;18.283,800;UN;18.283,80;BRL;18.283,80;BRL;Serviço de Engenharia;18.283,80;0,000;0,000;2025;5002386162;1;18.283,80;400212;;0,000;2;17/02/2025;19/03/2025;S;C0;F;18.283,80;18.283,80
4500827273;10;3621;;2025;Q;5501313582;1;RPA08CPG;43371;;21/03/2025;66.686,720;UN;66.686,720;UN;66.686,72;BRL;66.686,72;BRL;Serviço de Engenharia;66.686,72;0,000;0,000;2025;5002390067;1;66.686,72;400212;;0,000;2;18/03/2025;21/03/2025;S;S1;F;66.686,72;66.686,72
4500827273;20;3621;;2025;Q;5501324422;1;RPA08CPG;43821;;23/04/2025;25.695,020;UN;25.695,020;UN;25.695,02;BRL;25.695,02;BRL;Serviço de Engenharia;25.695,02;0,000;0,000;2025;5002401323;1;25.695,02;400212;;0,000;2;17/04/2025;23/04/2025;S;S1;F;25.695,02;25.695,02
4500827273;30;3621;;2025;Q;5501360177;1;RPA08CPG;45107;;24/07/2025;109.941,830;UN;109.941,830;UN;109.941,83;BRL;109.941,83;BRL;Serviço de Engenharia;109.941,83;0,000;0,000;2025;5002437733;1;109.941,83;400212;;0,000;2;22/07/2025;24/07/2025;S;S1;F;109.941,83;109.941,83
4500827273;40;3621;;2025;Q;5501324422;2;RPA08CPG;43821;;23/04/2025;59.168,330;UN;59.168,330;UN;59.168,33;BRL;59.168,33;BRL;Serviço de Engenharia;59.168,33;0,000;0,000;2025;5002401323;2;59.168,33;400212;;0,000;2;17/04/2025;23/04/2025;S;S1;F;59.168,33;59.168,33
4500827273;50;3621;;2025;Q;5501332582;1;RPA08CPG;44139;;15/05/2025;57.222,070;UN;57.222,070;UN;57.222,07;BRL;57.222,07;BRL;Serviço de Engenharia;57.222,07;0,000;0,000;2025;5002408976;1;57.222,07;400212;;0,000;2;13/05/2025;15/05/2025;S;S1;F;57.222,07;57.222,07
4500827273;50;3621;;2025;Q;5501355351;1;RPA08CPG;44668;;15/07/2025;157.229,980;UN;157.229,980;UN;157.229,98;BRL;157.229,98;BRL;Serviço de Engenharia;157.229,98;0,000;0,000;2025;5002432699;1;157.229,98;400212;;0,000;2;20/06/2025;15/07/2025;S;S1;F;157.229,98;157.229,98
